,Abilities,Attack,Base EXP,Base Happiness,Catch rate,Defense,EV yield,Egg Groups,Egg cycles,Gender,Growth Rate,HP,Height,Japanese,Local №,National №,Sp. Atk,Sp. Def,Species,Speed,Type,Weight,desc,name
665,Compound EyesShield DustFriend Guard (hidden ability),52,185,70 (normal),"45 (5.9% with PokBall, full HP)",50," 1 HP, 1 Special Attack, 1 Speed", Bug ,"16 (minimum 4,080 steps)","50% male, 50% female",Medium Fast,80,3′11″ (1.19m),Bibiyon,"022 (X,Y)",666,90,50,Scale Pokmon,89, Bug Flying ,37.5 lbs (17.0 kg)," Vivillon is a Bug/Flying type Pokmon introduced in Generation 6. It is known as the Scale Pokmon. Vivillon has 18 different forms, depending on the region set on the 3DS. (Once encountered, changing the region does not change the form found.) There are also two event-exclusive patterns. The forms are:  Meadow Pattern Garden Pattern Archipelago Pattern Continental Pattern Elegant Pattern High Plains Pattern Icy Snow Pattern Jungle Pattern Marine Pattern Modern Pattern Monsoon Pattern Ocean Pattern Polar Pattern River Pattern Sandstorm Pattern Savanna Pattern Sun Pattern Tundra Pattern Pok Ball Pattern (event) Fancy Pattern (event)  ",Vivillon
666,RivalryUnnerveMoxie (hidden ability),50,74,70 (normal),"220 (28.8% with PokBall, full HP)",58, 1 Special Attack, Field ,"21 (minimum 5,355 steps)","25% male, 75% female",Medium Slow,62,2′0″ (0.61m),Shishiko,"057 (X,Y)",667,73,54,Lion Cub Pokmon,72, Fire Normal ,29.8 lbs (13.5 kg)," Litleo is a Fire/Normal type Pokmon introduced in Generation 6. It is known as the Lion Cub Pokmon. Its mane blazes with heat during battle, burning hotter and hotter the stronger its opponent. ",Litleo
667,RivalryUnnerveMoxie (hidden ability),68,177,70 (normal),"65 (8.5% with PokBall, full HP)",72, 2 Special Attack, Field ,"21 (minimum 5,355 steps)","25% male, 75% female",Medium Slow,86,4′11″ (1.50m),Kaenjishi,"058 (X,Y)",668,109,66,Royal Pokmon,106, Fire Normal ,179.7 lbs (81.5 kg)," Pyroar is a Fire/Normal type Pokmon introduced in Generation 6. It is known as the Royal Pokmon. When Litleo evolves into Pyroar, it gains a great mane of burning flame! Male and female Pyroar have different forms - the male has a large mane (see below), while the female is more sleek. ",Pyroar
668,Flower VeilSymbiosis (hidden ability),38,61,70 (normal),"225 (29.4% with PokBall, full HP)",39, 1 Special Defense, Fairy ,"21 (minimum 5,355 steps)","0% male, 100% female",Medium Fast,44,0′4″ (0.10m),Furabebe,"068 (X,Y)",669,61,79,Single Bloom Pokmon,42, Fairy ,0.2 lbs (0.1 kg)," Flabb is a Fairy type Pokmon introduced in Generation 6. It is known as the Single Bloom Pokmon. Flabb has several forms, based on the flower it is holding. They are each found in wild flower patches corresponding to its color. The forms are: Yellow Flower, Red Flower, Orange Flower, Blue Flower and White Flower. ",Flabebe
669,Flower VeilSymbiosis (hidden ability),45,130,70 (normal),"120 (15.7% with PokBall, full HP)",47, 2 Special Defense, Fairy ,"21 (minimum 5,355 steps)","0% male, 100% female",Medium Fast,54,0′8″ (0.20m),Furaette,"069 (X,Y)",670,75,98,Single Bloom Pokmon,52, Fairy ,2 lbs (0.9 kg)," Floette is a Fairy type Pokmon introduced in Generation 6. It is known as the Single Bloom Pokmon. Like Flabb, Floette has several forms: Yellow Flower, Red Flower, Orange Flower, Blue Flower and White Flower. ",Floette
670,Flower VeilSymbiosis (hidden ability),65,248,70 (normal),"45 (5.9% with PokBall, full HP)",68, 3 Special Defense, Fairy ,"21 (minimum 5,355 steps)","0% male, 100% female",Medium Fast,78,3′7″ (1.09m),Furajesu,"070 (X,Y)",671,112,154,Garden Pokmon,75, Fairy ,22 lbs (10.0 kg)," Florges is a Fairy type Pokmon introduced in Generation 6. It is known as the Garden Pokmon. Like Flabb, Florges has several forms: Yellow Flower, Red Flower, Orange Flower, Blue Flower and White Flower. ",Florges
671,Sap SipperGrass Pelt (hidden ability),65,70,70 (normal),"200 (26.1% with PokBall, full HP)",48, 1 HP, Field ,"21 (minimum 5,355 steps)","50% male, 50% female",Medium Fast,66,2′11″ (0.89m),Meekuru,"089 (X,Y)",672,62,57,Mount Pokmon,52, Grass ,68.3 lbs (31.0 kg), Skiddo is a Grass type Pokmon introduced in Generation 6. It is known as the Mount Pokmon. Skiddo is said to have been the first Pokmon to live alongside humans. It has become able to read the feelings of its riders through their grip on its horns. ,Skiddo
672,Sap SipperGrass Pelt (hidden ability),100,186,70 (normal),"45 (5.9% with PokBall, full HP)",62, 2 HP, Field ,"21 (minimum 5,355 steps)","50% male, 50% female",Medium Fast,123,5′7″ (1.70m),Gogoto,"090 (X,Y)",673,97,81,Mount Pokmon,68, Grass ,200.6 lbs (91.0 kg)," Gogoat is a Grass type Pokmon introduced in Generation 6. It is known as the Mount Pokmon. Gogoat is so large that people are able to ride on its back. It's very calm, and can form a strong bond with its Trainer's feelings when its Trainer grabs onto its horns. ",Gogoat
673,Iron FistMold BreakerScrappy (hidden ability),82,70,70 (normal),"220 (28.8% with PokBall, full HP)",62, 1 Attack," Field, Human-Like ","26 (minimum 6,630 steps)","50% male, 50% female",Medium Fast,67,2′0″ (0.61m),Yanchamu,"091 (X,Y)",674,46,48,Playful Pokmon,43, Fighting ,17.6 lbs (8.0 kg)," Pancham is a Fighting type Pokmon introduced in Generation 6. It is known as the Playful Pokmon. With its trademark leaf always sticking out of its mouth, Pancham tries to intimidate its opponents by glaring at them intensely (although this is rarely successful). ",Pancham
674,Iron FistMold BreakerScrappy (hidden ability),124,173,70 (normal),"65 (8.5% with PokBall, full HP)",78, 2 Attack," Field, Human-Like ","26 (minimum 6,630 steps)","50% male, 50% female",Medium Fast,95,6′11″ (2.11m),Goronda,"092 (X,Y)",675,69,71,Daunting Pokmon,58, Fighting Dark ,299.8 lbs (136.0 kg)," Pangoro is a Fighting/Dark type Pokmon introduced in Generation 6. It is known as the Daunting Pokmon. Pangoro is a cantankerous Pokmon, but it has a strong heart and doesn't forgive those who pick on the weak. ",Pangoro
675,Fur Coat,80,165,70 (normal),"160 (20.9% with PokBall, full HP)",60, 1 Speed, Field ,"21 (minimum 5,355 steps)","50% male, 50% female",Medium Fast,75,3′11″ (1.19m),Torimian,"093 (X,Y)",676,65,90,Poodle Pokmon,102, Normal ,61.7 lbs (28.0 kg)," Furfrou is a Normal type Pokmon introduced in Generation 6. It is known as the Poodle Pokmon. Furfrou can have its appearance changed by grooming. There are number of different appearances it can take, and the more it's groomed, the more styles become available. Furfrou is also considered very intelligent and loyal to its Trainer. It's said that in ancient times, Furfrou guarded the king of Kalos. ",Furfrou
676,InfiltratorKeen EyeOwn Tempo (hidden ability),48,71,70 (normal),"190 (24.8% with PokBall, full HP)",54, 1 Speed, Field ,"20 (minimum 5,100 steps)","50% male, 50% female",Medium Fast,62,1′0″ (0.30m),Nyasupa,"114 (X,Y)",677,63,60,Restraint Pokmon,68, Psychic ,7.7 lbs (3.5 kg), Espurr is a Psychic type Pokmon introduced in Generation 6. It is known as the Restraint Pokmon. The organ that emits its intense psychic power is sheltered by its ears to keep power from leaking out. ,Espurr
677,InfiltratorKeen EyePrankster (hidden ability),48,163,70 (normal),"75 (9.8% with PokBall, full HP)",76, 2 Speed, Field ,"21 (minimum 5,355 steps)","50% male, 50% female",Medium Fast,74,2′0″ (0.61m),Nyaonikusu,"115 (X,Y)",678,83,81,Constraint Pokmon,104, Psychic ,18.7 lbs (8.5 kg)," Meowstic is a Psychic type Pokmon introduced in Generation 6. It is known as the Constraint Pokmon. Meowstic is based on a cat. The organs within Meowstic's ears possess a formidable psychic power, so it usually keeps them clamped shut. But when Meowstic is threatened, it will lift its ears and release this power. Meowstic has different forms depending on its gender. The male is mainly blue and learns more defensive moves; the female is mainly white and learns more attacking moves. ",Meowstic
678,No Guard,80,65,70 (normal),"180 (23.5% with PokBall, full HP)",100, 1 Defense, Mineral ,"21 (minimum 5,355 steps)","50% male, 50% female",Medium Fast,45,2′7″ (0.79m),Hitotsuki,"117 (X,Y)",679,35,37,Sword Pokmon,28, Steel Ghost ,4.4 lbs (2.0 kg), Honedge is a Steel/Ghost type Pokmon introduced in Generation 6. It is known as the Sword Pokmon. ,Honedge
679,No Guard,110,157,70 (normal),"90 (11.8% with PokBall, full HP)",150, 2 Defense, Mineral ,"21 (minimum 5,355 steps)","50% male, 50% female",Medium Fast,59,2′9″ (0.84m),Nidangiru,"118 (X,Y)",680,45,49,Sword Pokmon,35, Steel Ghost ,9.9 lbs (4.5 kg), Doublade is a Steel/Ghost type Pokmon introduced in Generation 6. It is known as the Sword Pokmon. Doublade is capable of carrying out intricate attacks by telepathically coordinating its two blades to deliver twice the slice in battle. ,Doublade
680,Stance Change,150,234,70 (normal),"45 (5.9% with PokBall, full HP)",50," 2 Defense, 1 Special Defense", Mineral ,"21 (minimum 5,355 steps)","50% male, 50% female",Medium Fast,60,5′7″ (1.70m),Girugarudo,"119 (X,Y)",681,150,50,Royal Sword Pokmon,60, Steel Ghost ,116.8 lbs (53.0 kg)," Aegislash is a Steel/Ghost type Pokmon introduced in Generation 6. It is known as the Royal Sword Pokmon. Aegislash has two different forms - Shield Forme, which is more defensive, and Blade Forme, which is more offensive. Its ability, Stance Change, causes Aegislash to change into Shield Forme when a defensive move is used, or change into Blade Forme when an attacking move is used. ",Aegislash
681,HealerAroma Veil (hidden ability),52,68,70 (normal),"200 (26.1% with PokBall, full HP)",60, 1 HP, Fairy ,"21 (minimum 5,355 steps)","50% male, 50% female",Medium Fast,78,0′8″ (0.20m),Shushupu,"129 (X,Y)",682,63,65,Perfume Pokmon,23, Fairy ,1.1 lbs (0.5 kg)," Spritzee is a Fairy type Pokmon introduced in Generation 6. It is known as the Perfume Pokmon. It emits a unique fragrance from its body, and any who smell it fall under its spell. Spritzee is exclusive to Pokemon Y. ",Spritzee
682,HealerAroma Veil (hidden ability),72,162,70 (normal),"140 (18.3% with PokBall, full HP)",72, 2 HP, Fairy ,"21 (minimum 5,355 steps)","50% male, 50% female",Medium Fast,101,2′7″ (0.79m),Furefuwan,"130 (X,Y)",683,99,89,Fragrance Pokmon,29, Fairy ,34.2 lbs (15.5 kg)," Aromatisse is a Fairy type Pokmon introduced in Generation 6. It is known as the Fragrance Pokmon. Aromatisse can give off a variety of different smells, from a pleasant fragrance to an odor so repugnant to its opponent that it can turn a battle in its favor. ",Aromatisse
683,Sweet VeilUnburden (hidden ability),48,68,70 (normal),"200 (26.1% with PokBall, full HP)",66, 1 Defense, Fairy ,"21 (minimum 5,355 steps)","50% male, 50% female",Medium Fast,62,1′4″ (0.41m),Peroppafu,"131 (X,Y)",684,59,57,Cotton Candy Pokmon,49, Fairy ,7.7 lbs (3.5 kg)," Swirlix is a Fairy type Pokmon introduced in Generation 6. It is known as the Cotton Candy Pokmon. It loves sweets and eats nothing else, making its body as sweet and sticky as cotton candy. Swirlix is exclusive to Pokemon X. ",Swirlix
684,Sweet VeilUnburden (hidden ability),80,168,70 (normal),"140 (18.3% with PokBall, full HP)",86, 2 Defense, Fairy ,"21 (minimum 5,355 steps)","50% male, 50% female",Medium Fast,82,2′7″ (0.79m),Perorimu,"132 (X,Y)",685,85,75,Meringue Pokmon,72, Fairy ,11 lbs (5.0 kg)," Slurpuff is a Fairy type Pokmon introduced in Generation 6. It is known as the Meringue Pokmon. Slurpuff has an unbelievable sense of smell - a hundred million times more sensitive than that of humans. With its highly attuned senses, it can distinguish the faintest of odors. ",Slurpuff
685,ContrarySuction CupsInfiltrator (hidden ability),54,58,70 (normal),"190 (24.8% with PokBall, full HP)",53, 1 Attack," Water 1, Water 2 ","21 (minimum 5,355 steps)","50% male, 50% female",Medium Fast,53,1′4″ (0.41m),Maika,"010 (X,Y)",686,37,46,Revolving Pokmon,45, Dark Psychic ,7.7 lbs (3.5 kg), Inkay is a Dark/Psychic type Pokmon introduced in Generation 6. It is known as the Revolving Pokmon. Transmitters above Inkay's eyes have the ability to drain the will to fight from other Pokmon. It uses this skill to run and hide when attacked by stronger enemies. ,Inkay
686,ContrarySuction CupsInfiltrator (hidden ability),92,169,70 (normal),"80 (10.5% with PokBall, full HP)",88, 2 Attack," Water 1, Water 2 ","21 (minimum 5,355 steps)","50% male, 50% female",Medium Fast,86,4′11″ (1.50m),Karamanero,"011 (X,Y)",687,68,75,Overturning Pokmon,73, Dark Psychic ,103.6 lbs (47.0 kg), Malamar is a Dark/Psychic type Pokmon introduced in Generation 6. It is known as the Overturning Pokmon. Malamar wields some of the strongest hypnotic powers of any Pokmon and can make its opponents bend to its will. ,Malamar
687,SniperTough ClawsPickpocket (hidden ability),52,61,70 (normal),"120 (15.7% with PokBall, full HP)",67, 1 Attack, Water 3 ,"21 (minimum 5,355 steps)","50% male, 50% female",Medium Fast,42,1′8″ (0.51m),Kametete,"021 (X,Y)",688,39,56,Two-Handed Pokmon,50, Rock Water ,68.3 lbs (31.0 kg), Binacle is a Rock/Water type Pokmon introduced in Generation 6. It is known as the Two-Handed Pokmon. ,Binacle
688,SniperTough ClawsPickpocket (hidden ability),105,175,70 (normal),"45 (5.9% with PokBall, full HP)",115, 2 Attack, Water 3 ,"21 (minimum 5,355 steps)","50% male, 50% female",Medium Fast,72,4′3″ (1.30m),Gamenodesu,"022 (X,Y)",689,54,86,Collective Pokmon,68, Rock Water ,211.6 lbs (96.0 kg), Barbaracle is a Rock/Water type Pokmon introduced in Generation 6. It is known as the Collective Pokmon. ,Barbaracle
689,Poison PointPoison TouchAdaptability (hidden ability),60,64,70 (normal),"225 (29.4% with PokBall, full HP)",60, 1 Special Defense," Dragon, Water 1 ","21 (minimum 5,355 steps)","50% male, 50% female",Medium Fast,50,1′8″ (0.51m),Kuzumo,"030 (X,Y)",690,60,60,Mock Kelp Pokmon,30, Poison Water ,16.1 lbs (7.3 kg)," Skrelp is a Poison/Water type Pokmon introduced in Generation 6. It is known as the Mock Kelp Pokmon. Disguised by its shape, Skrelp pretends to be a piece of seaweed. When prey gets too close, Skrelp bathes it in poison to keep it from struggling. Skrelp is exclusive to Pokemon Y. ",Skrelp
690,Poison PointPoison TouchAdaptability (hidden ability),75,173,70 (normal),"55 (7.2% with PokBall, full HP)",90, 2 Special Defense," Dragon, Water 1 ","21 (minimum 5,355 steps)","50% male, 50% female",Medium Fast,65,5′11″ (1.80m),Doramidoro,"031 (X,Y)",691,97,123,Mock Kelp Pokmon,44, Poison Dragon ,179.7 lbs (81.5 kg)," Dragalge is a Poison/Dragon type Pokmon introduced in Generation 6. It is known as the Mock Kelp Pokmon. Tales are told of ships that wander into seas where Dragalge live, never to return. When Dragalge evolves from Skrelp, its loses its Water type and gains Dragon type. ",Dragalge
691,Mega Launcher,53,66,70 (normal),"225 (29.4% with PokBall, full HP)",62, 1 Special Attack," Water 1, Water 3 ","16 (minimum 4,080 steps)","50% male, 50% female",Slow,50,1′8″ (0.51m),Udeppo,"032 (X,Y)",692,58,63,Water Gun Pokmon,44, Water ,18.3 lbs (8.3 kg), Clauncher is a Water type Pokmon introduced in Generation 6. It is known as the Water Gun Pokmon. It has an oversized claw on one of its arms. This useful claw can seize prey and shoot water at others as a projectile. Clauncher is exclusive to Pokemon X. ,Clauncher
692,Mega Launcher,73,100,70 (normal),"55 (7.2% with PokBall, full HP)",88, 2 Special Attack," Water 1, Water 3 ","16 (minimum 4,080 steps)","50% male, 50% female",Slow,71,4′3″ (1.30m),Burosuta,"033 (X,Y)",693,120,89,Howitzer Pokmon,59, Water ,77.8 lbs (35.3 kg), Clawitzer is a Water type Pokmon introduced in Generation 6. It is known as the Howitzer Pokmon. ,Clawitzer
693,Dry SkinSand VeilSolar Power (hidden ability),38,58,70 (normal),"190 (24.8% with PokBall, full HP)",33, 1 Speed," Dragon, Monster ","21 (minimum 5,355 steps)","50% male, 50% female",Medium Fast,44,1′8″ (0.51m),Erikiteru,"046 (X,Y)",694,61,43,Generator Pokmon,70, Electric Normal ,13.2 lbs (6.0 kg)," Helioptile is an Electric/Normal type Pokmon introduced in Generation 6. It is known as the Generator Pokmon. It charges itself by bathing in the light of the sun, providing it with enough energy that it doesn't need to eat. ",Helioptile
694,Dry SkinSand VeilSolar Power (hidden ability),55,168,70 (normal),"75 (9.8% with PokBall, full HP)",52," 1 Special Attack, 1 Speed"," Dragon, Monster ","21 (minimum 5,355 steps)","50% male, 50% female",Medium Fast,62,3′3″ (0.99m),Erezado,"047 (X,Y)",695,109,94,Generator Pokmon,109, Electric Normal ,46.3 lbs (21.0 kg), Heliolisk is an Electric/Normal type Pokmon introduced in Generation 6. It is known as the Generator Pokmon. ,Heliolisk
695,Strong JawSturdy (hidden ability),89,72,70 (normal),"45 (5.9% with PokBall, full HP)",77, 1 Attack," Dragon, Monster ","31 (minimum 7,905 steps)","87.5% male, 12.5% female",Medium Fast,58,2′7″ (0.79m),Chigorasu,"064 (X,Y)",696,45,45,Royal Heir Pokmon,48, Rock Dragon ,57.3 lbs (26.0 kg)," Tyrunt is a Rock/Dragon type Pokmon introduced in Generation 6. It is known as the Royal Heir Pokmon. It's believed that Tyrunt is over one hundred million years old. The Pokmon is known to be a bit selfish, and will throw a fit when it doesn't like something. Tyrunt is obtained by reviving it from the Jaw Fossil. ",Tyrunt
696,Strong JawRock Head (hidden ability),121,182,70 (normal),"45 (5.9% with PokBall, full HP)",119, 2 Attack," Dragon, Monster ","31 (minimum 7,905 steps)","87.5% male, 12.5% female",Medium Fast,82,8′2″ (2.49m),Gachigorasu,"065 (X,Y)",697,69,59,Despot Pokmon,71, Rock Dragon ,595.2 lbs (270.0 kg), Tyrantrum is a Rock/Dragon type Pokmon introduced in Generation 6. It is known as the Despot Pokmon. Tyrantrum's jaws can shred thick metal plates as if they were paper. ,Tyrantrum
697,RefrigerateSnow Warning (hidden ability),59,72,70 (normal),"45 (5.9% with PokBall, full HP)",50, 1 HP, Monster ,"31 (minimum 7,905 steps)","87.5% male, 12.5% female",Medium Fast,77,4′3″ (1.30m),Amarusu,"066 (X,Y)",698,67,63,Tundra Pokmon,46, Rock Ice ,55.6 lbs (25.2 kg), Amaura is a Rock/Ice type Pokmon introduced in Generation 6. It is known as the Tundra Pokmon. It's believed that Amaura is over one hundred million years old. Amaura is obtained by reviving it from the Sail Fossil. ,Amaura
698,RefrigerateSnow Warning (hidden ability),77,104,70 (normal),"45 (5.9% with PokBall, full HP)",72, 2 HP, Monster ,"31 (minimum 7,905 steps)","87.5% male, 12.5% female",Medium Fast,123,8′10″ (2.69m),Amaruruga,"067 (X,Y)",699,99,92,Tundra Pokmon,58, Rock Ice ,496 lbs (225.0 kg), Aurorus is a Rock/Ice type Pokmon introduced in Generation 6. It is known as the Tundra Pokmon. Aurorus can blast freezing cold air to form a wall of ice to protect itself from attacks. ,Aurorus
699,Cute CharmPixilate (hidden ability),65,184,70 (normal),"45 (5.9% with PokBall, full HP)",65, 2 Special Defense, Field ,"36 (minimum 9,180 steps)","87.5% male, 12.5% female",Medium Fast,95,3′3″ (0.99m),Ninfia,"085 (X,Y)",700,110,130,Intertwining Pokmon,60, Fairy ,51.8 lbs (23.5 kg), Sylveon is a Fairy type Pokmon introduced in Generation 6. It is known as the Intertwining Pokmon. ,Sylveon
700,LimberUnburdenMold Breaker (hidden ability),92,175,70 (normal),"100 (13.1% with PokBall, full HP)",75, 2 Attack, Human-Like ,"21 (minimum 5,355 steps)","50% male, 50% female",Medium Fast,78,2′7″ (0.79m),Ruchaburu,"089 (X,Y)",701,74,63,Wrestling Pokmon,118, Fighting Flying ,47.4 lbs (21.5 kg), Hawlucha is a Fighting/Flying type Pokmon introduced in Generation 6. It is known as the Wrestling Pokmon. ,Hawlucha
